index,Order_ID,Date,Status,Fulfilment,Sales_Channel,ship-service-level,Style,SKU,Category,Size,ASIN,Courier_Status,Qty,currency,Amount,ship-city,ship-state,ship-postal-code,ship-country,promotion-ids,B2B,fulfilled-by,Unnamed:_22
421,402-0251823-0845133,30-04-2022,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3500,JNE3500-KR-S,kurta,S,B09812MBCD,Shipped,1,INR,353,SHILLONG,MEGHALAYA,793022,IN,"Amazon PLCC Free-Financing Universal Merchant AAT-WNKTBO3K27EJC,Amazon PLCC Free-Financing Universal Merchant AAT-QX3UCCJESKPA2,Amazon PLCC Free-Financing Universal Merchant AAT-5QQ7BIYYQEDN2,Amazon PLCC Free-Financing Universal Merchant AAT-DSJ2QRXXWXVMQ,Amazon PLCC Free-Financing Universal Merchant AAT-CXJHMC2YJUK76,Amazon PLCC Free-Financing Universal Merchant AAT-CC4FAVTYR4X7C,Amazon PLCC Free-Financing Universal Merchant AAT-XXRCW6NZEPZI4,Amazon PLCC Free-Financing Universal Merchant AAT-EOKPWFWYW7Y6I,Amazon PLCC Free-Financing Universal Merchant AAT-ETXQ3XXWMRXBG,Amazon PLCC Free-Financing Universal Merchant AAT-7X3XCTYG64VBE,Amazon PLCC Free-Financing Universal Merchant AAT-7CHGD3WTS3MHM,Amazon PLCC Free-Financing Universal Merchant AAT-26ZDKNME27X42,Amazon PLCC Free-Financing Universal Merchant AAT-4ZF5KN6E4LJK4,Amazon PLCC Free-Financing Universal Merchant AAT-7RCXIKUAX7DDY,Amazon PLCC Free-Financing Universal Merchant AAT-BRSZZ45H6MHAO,Amazon PLCC Free-Financing Universal Merchant AAT-MKLXOOZWQL7GO,Amazon PLCC Free-Financing Universal Merchant AAT-CB7UNXEXGIJTC,Amazon PLCC Free-Financing Universal Merchant #MP-gzasho-1593152694811,Amazon PLCC Free-Financing Universal Merchant AAT-WLBA4GZ52EAH4",FALSE,Easy Ship,
422,408-5190897-8781155,30-04-2022,Shipped,Amazon,Amazon.in,Expedited,JNE3690,JNE3690-TU-XL,Top,XL,B094FKN153,Shipped,1,INR,487,PUNE,MAHARASHTRA,411057,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,FALSE,,
423,403-3109934-4911514,30-04-2022,Shipped,Amazon,Amazon.in,Expedited,SET374,SET374-KR-NP-XS,Set,XS,B09NDKGZ6V,Shipped,1,INR,597,TADEPALLIGUDEM,ANDHRA PRADESH,534101,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,FALSE,,
424,407-0718034-7893108,30-04-2022,Shipped,Amazon,Amazon.in,Expedited,J0003,J0003-SET-XXL,Set,XXL,B0894XKVH3,Shipped,1,INR,654,Ghaziabad,UTTAR PRADESH,201001,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,FALSE,,
425,404-0752237-5721965,30-04-2022,Shipped,Amazon,Amazon.in,Expedited,SET324,SET324-KR-NP-XXL,Set,XXL,B09NQ3MPRM,Shipped,1,INR,597,HYDERABAD,TELANGANA,500090,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,FALSE,,
426,403-6818986-3510737,30-04-2022,Cancelled,Amazon,Amazon.in,Expedited,JNE3461,JNE3461-KR-L,kurta,L,B08B3YWTLK,Unshipped,1,INR,363,BENGALURU,KARNATAKA,560036,IN,,FALSE,,
427,403-4673019-6572340,30-04-2022,Shipped,Amazon,Amazon.in,Expedited,JNE3368,JNE3368-KR-XXL,kurta,XXL,B081WSWWL7,Shipped,1,INR,471,GWALIOR,MADHYA PRADESH,474001,IN,,FALSE,,
428,171-4549643-0067500,30-04-2022,Cancelled,Amazon,Amazon.in,Expedited,JNE2270,JNE2270-KR-487-A-XL,kurta,XL,B07H7F6SKC,Cancelled,0,,,AKOLA,MAHARASHTRA,444101,IN,,FALSE,,
429,404-3622512-3887551,30-04-2022,Shipped,Amazon,Amazon.in,Expedited,J0341,J0341-DR-M,Western Dress,M,B099NQQ79L,Shipped,1,INR,744,JORHAT,ASSAM,785001,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,FALSE,,
430,406-6906315-9570765,30-04-2022,Shipped,Amazon,Amazon.in,Expedited,JNE3568,JNE3568-KR-S,kurta,S,B08KRYGJD1,Shipped,1,INR,399,CHENNAI,TAMIL NADU,600100,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,FALSE,,
431,407-3562449-1962729,30-04-2022,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,J0096,J0096-KR-S,kurta,S,B089G356KM,Shipped,1,INR,568,RAMANAGARA,KARNATAKA,562159,IN,"Amazon PLCC Free-Financing Universal Merchant AAT-WNKTBO3K27EJC,Amazon PLCC Free-Financing Universal Merchant AAT-QX3UCCJESKPA2,Amazon PLCC Free-Financing Universal Merchant AAT-5QQ7BIYYQEDN2,Amazon PLCC Free-Financing Universal Merchant AAT-DSJ2QRXXWXVMQ,Amazon PLCC Free-Financing Universal Merchant AAT-CXJHMC2YJUK76,Amazon PLCC Free-Financing Universal Merchant AAT-SL3Y2YRMAUNFC,Amazon PLCC Free-Financing Universal Merchant AAT-CC4FAVTYR4X7C,Amazon PLCC Free-Financing Universal Merchant AAT-XXRCW6NZEPZI4,Amazon PLCC Free-Financing Universal Merchant AAT-DIWKDGLCXQZQM,Amazon PLCC Free-Financing Universal Merchant AAT-WSJLDN3X7KEMO,Amazon PLCC Free-Financing Universal Merchant AAT-VL6FGQVGQVXUS,Amazon PLCC Free-Financing Universal Merchant AAT-EOKPWFWYW7Y6I,Amazon PLCC Free-Financing Universal Merchant AAT-ZYL5UPUNW6T62,Amazon PLCC Free-Financing Universal Merchant AAT-VY2G7AISPNM5O,Amazon PLCC Free-Financing Universal Merchant AAT-W5I5VO555W3V6,Amazon PLCC Free-Financing Universal Merchant AAT-TR56OQ55SWUPE,Amazon PLCC Free-Financing Universal Merchant AAT-W5TJHZ3HKFDDU,Amazon PLCC Free-Financing Universal Merchant AAT-NZSPTBDT3RY6G,Amazon PLCC Free-Financing Universal Merchant AAT-ETXQ3XXWMRXBG,Amazon PLCC Free-Financing Universal Merchant AAT-7X3XCTYG64VBE,Amazon PLCC Free-Financing Universal Merchant AAT-7CHGD3WTS3MHM,Amazon PLCC Free-Financing Universal Merchant AAT-26ZDKNME27X42,Amazon PLCC Free-Financing Universal Merchant AAT-4ZF5KN6E4LJK4,Amazon PLCC Free-Financing Universal Merchant AAT-7RCXIKUAX7DDY,Amazon PLCC Free-Financing Universal Merchant AAT-BRSZZ45H6MHAO,Amazon PLCC Free-Financing Universal Merchant AAT-MKLXOOZWQL7GO,Amazon PLCC Free-Financing Universal Merchant AAT-CB7UNXEXGIJTC,Amazon PLCC Free-Financing Universal Merchant #MP-gzasho-1593152694811,Amazon PLCC Free-Financing Universal Merchant AAT-WLBA4GZ52EAH4",FALSE,Easy Ship,
432,408-2593644-6317933,30-04-2022,Shipped,Amazon,Amazon.in,Expedited,SET319,SET319-KR-NP-S,Set,S,B09KXV4TTM,Shipped,1,INR,835,Vijayapur,KARNATAKA,586109,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,FALSE,,
433,407-7607527-1189964,30-04-2022,Shipped - Rejected by Buyer,Merchant,Amazon.in,Standard,J0096,J0096-KR-S,kurta,S,B089G356KM,Shipped,1,INR,568,RAMANAGARA,KARNATAKA,562159,IN,"Amazon PLCC Free-Financing Universal Merchant AAT-WNKTBO3K27EJC,Amazon PLCC Free-Financing Universal Merchant AAT-QX3UCCJESKPA2,Amazon PLCC Free-Financing Universal Merchant AAT-5QQ7BIYYQEDN2,Amazon PLCC Free-Financing Universal Merchant AAT-DSJ2QRXXWXVMQ,Amazon PLCC Free-Financing Universal Merchant AAT-CXJHMC2YJUK76,Amazon PLCC Free-Financing Universal Merchant AAT-SL3Y2YRMAUNFC,Amazon PLCC Free-Financing Universal Merchant AAT-CC4FAVTYR4X7C,Amazon PLCC Free-Financing Universal Merchant AAT-XXRCW6NZEPZI4,Amazon PLCC Free-Financing Universal Merchant AAT-DIWKDGLCXQZQM,Amazon PLCC Free-Financing Universal Merchant AAT-R7GXNZWISTRFA,Amazon PLCC Free-Financing Universal Merchant AAT-EOKPWFWYW7Y6I,Amazon PLCC Free-Financing Universal Merchant AAT-ZYL5UPUNW6T62,Amazon PLCC Free-Financing Universal Merchant AAT-VY2G7AISPNM5O,Amazon PLCC Free-Financing Universal Merchant AAT-W5I5VO555W3V6,Amazon PLCC Free-Financing Universal Merchant AAT-TR56OQ55SWUPE,Amazon PLCC Free-Financing Universal Merchant AAT-W5TJHZ3HKFDDU,Amazon PLCC Free-Financing Universal Merchant AAT-NZSPTBDT3RY6G,Amazon PLCC Free-Financing Universal Merchant AAT-ETXQ3XXWMRXBG,Amazon PLCC Free-Financing Universal Merchant AAT-7X3XCTYG64VBE,Amazon PLCC Free-Financing Universal Merchant AAT-7CHGD3WTS3MHM,Amazon PLCC Free-Financing Universal Merchant AAT-26ZDKNME27X42,Amazon PLCC Free-Financing Universal Merchant AAT-4ZF5KN6E4LJK4,Amazon PLCC Free-Financing Universal Merchant AAT-7RCXIKUAX7DDY,Amazon PLCC Free-Financing Universal Merchant AAT-BRSZZ45H6MHAO,Amazon PLCC Free-Financing Universal Merchant AAT-MKLXOOZWQL7GO,Amazon PLCC Free-Financing Universal Merchant AAT-CB7UNXEXGIJTC,Amazon PLCC Free-Financing Universal Merchant #MP-gzasho-1593152694811,Amazon PLCC Free-Financing Universal Merchant AAT-WLBA4GZ52EAH4",FALSE,Easy Ship,
434,405-7398388-2654744,30-04-2022,Shipped,Amazon,Amazon.in,Expedited,J0415,J0415-DR-L,Western Dress,L,B09TY1CM1M,Shipped,1,INR,899,BOKARO STEEL CITY,JHARKHAND,827001,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,FALSE,,
435,405-5066690-4132337,30-04-2022,Shipped,Amazon,Amazon.in,Expedited,JNE3718,JNE3718-KR-XXL,kurta,XXL,B099NMS4LL,Shipped,1,INR,406,BENGALURU,KARNATAKA,560008,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,FALSE,,
436,408-6466311-6949931,30-04-2022,Shipped,Amazon,Amazon.in,Standard,SET014,SET014-KR-PP-XXL,Set,XXL,B07JPDGGHY,Shipped,1,INR,0,LUCKNOW,UTTAR PRADESH,226002,IN,,FALSE,,
437,171-4643830-2345965,30-04-2022,Cancelled,Merchant,Amazon.in,Standard,SET408,SET408-KR-NP-XXL,Set,XXL,B09RKFHRZF,,0,INR,570.48,MUMBAI,MAHARASHTRA,400101,IN,,FALSE,Easy Ship,
438,404-1051549-5381167,30-04-2022,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3405,JNE3405-KR-M,kurta,M,B081WVMMCY,Shipped,1,INR,399,KHAMMAM,TELANGANA,507003,IN,"Amazon PLCC Free-Financing Universal Merchant AAT-WNKTBO3K27EJC,Amazon PLCC Free-Financing Universal Merchant AAT-QX3UCCJESKPA2,Amazon PLCC Free-Financing Universal Merchant AAT-5QQ7BIYYQEDN2,Amazon PLCC Free-Financing Universal Merchant AAT-DSJ2QRXXWXVMQ,Amazon PLCC Free-Financing Universal Merchant AAT-CXJHMC2YJUK76,Amazon PLCC Free-Financing Universal Merchant AAT-CC4FAVTYR4X7C,Amazon PLCC Free-Financing Universal Merchant AAT-XXRCW6NZEPZI4,Amazon PLCC Free-Financing Universal Merchant AAT-EOKPWFWYW7Y6I,Amazon PLCC Free-Financing Universal Merchant AAT-ETXQ3XXWMRXBG,Amazon PLCC Free-Financing Universal Merchant AAT-7X3XCTYG64VBE,Amazon PLCC Free-Financing Universal Merchant AAT-7CHGD3WTS3MHM,Amazon PLCC Free-Financing Universal Merchant AAT-26ZDKNME27X42,Amazon PLCC Free-Financing Universal Merchant AAT-4ZF5KN6E4LJK4,Amazon PLCC Free-Financing Universal Merchant AAT-7RCXIKUAX7DDY,Amazon PLCC Free-Financing Universal Merchant AAT-TNYBHEAO7HOHO,Amazon PLCC Free-Financing Universal Merchant AAT-BRSZZ45H6MHAO,Amazon PLCC Free-Financing Universal Merchant AAT-MKLXOOZWQL7GO,Amazon PLCC Free-Financing Universal Merchant AAT-CB7UNXEXGIJTC,Amazon PLCC Free-Financing Universal Merchant #MP-gzasho-1593152694811,Amazon PLCC Free-Financing Universal Merchant AAT-WLBA4GZ52EAH4,Amazon PLCC Free-Financing Universal Merchant AAT-QMFZ3M7T5NPDS,Amazon PLCC Free-Financing Universal Merchant #MP-pmilan-1601980554292",FALSE,Easy Ship,
439,406-7625210-8793109,30-04-2022,Shipped,Amazon,Amazon.in,Expedited,J0254,J0254-SKD-XS,Set,XS,B09M6S1SRL,Shipped,1,INR,789,CHENNAI,TAMIL NADU,600041,IN,,FALSE,,
440,406-8665288-2025908,30-04-2022,Shipped,Amazon,Amazon.in,Expedited,SAR114,SAR114,Saree,Free,B09NDD3F72,Shipped,1,INR,620,NEW DELHI,DELHI,110084,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,FALSE,,
441,408-6732772-4525113,30-04-2022,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,J0010,J0010-LCD-XS,Set,XS,B08BJQVTHS,Shipped,1,INR,0,AURANGABAD,MAHARASHTRA,431002,IN,"Amazon PLCC Free-Financing Universal Merchant AAT-5QQ7BIYYQEDN2,Amazon PLCC Free-Financing Universal Merchant AAT-DSJ2QRXXWXVMQ,Amazon PLCC Free-Financing Universal Merchant AAT-XXRCW6NZEPZI4,Amazon PLCC Free-Financing Universal Merchant AAT-ETXQ3XXWMRXBG,Amazon PLCC Free-Financing Universal Merchant AAT-7X3XCTYG64VBE,Amazon PLCC Free-Financing Universal Merchant AAT-7CHGD3WTS3MHM,Amazon PLCC Free-Financing Universal Merchant AAT-26ZDKNME27X42,Amazon PLCC Free-Financing Universal Merchant AAT-4ZF5KN6E4LJK4,Amazon PLCC Free-Financing Universal Merchant AAT-7RCXIKUAX7DDY,Amazon PLCC Free-Financing Universal Merchant #MP-gzasho-1593152694811",FALSE,Easy Ship,
442,171-7068385-2777168,30-04-2022,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,SET186,SET186-KR-DH-K-M,Set,M,B08B4TP9NR,Shipped,1,INR,631,Pune,MAHARASHTRA,411014,IN,"Amazon PLCC Free-Financing Universal Merchant AAT-WNKTBO3K27EJC,Amazon PLCC Free-Financing Universal Merchant AAT-QX3UCCJESKPA2,Amazon PLCC Free-Financing Universal Merchant AAT-5QQ7BIYYQEDN2,Amazon PLCC Free-Financing Universal Merchant AAT-DSJ2QRXXWXVMQ,Amazon PLCC Free-Financing Universal Merchant AAT-CXJHMC2YJUK76,Amazon PLCC Free-Financing Universal Merchant AAT-CC4FAVTYR4X7C,Amazon PLCC Free-Financing Universal Merchant AAT-XXRCW6NZEPZI4,Amazon PLCC Free-Financing Universal Merchant AAT-EOKPWFWYW7Y6I,Amazon PLCC Free-Financing Universal Merchant AAT-ZYL5UPUNW6T62,Amazon PLCC Free-Financing Universal Merchant AAT-ETXQ3XXWMRXBG,Amazon PLCC Free-Financing Universal Merchant AAT-7X3XCTYG64VBE,Amazon PLCC Free-Financing Universal Merchant AAT-7CHGD3WTS3MHM,Amazon PLCC Free-Financing Universal Merchant AAT-26ZDKNME27X42,Amazon PLCC Free-Financing Universal Merchant AAT-4ZF5KN6E4LJK4,Amazon PLCC Free-Financing Universal Merchant AAT-7RCXIKUAX7DDY,Amazon PLCC Free-Financing Universal Merchant AAT-BRSZZ45H6MHAO,Amazon PLCC Free-Financing Universal Merchant AAT-MKLXOOZWQL7GO,Amazon PLCC Free-Financing Universal Merchant AAT-CB7UNXEXGIJTC,Amazon PLCC Free-Financing Universal Merchant #MP-gzasho-1593152694811,Amazon PLCC Free-Financing Universal Merchant AAT-WLBA4GZ52EAH4",FALSE,Easy Ship,
443,405-9930530-1209919,30-04-2022,Shipped,Amazon,Amazon.in,Expedited,JNE3819,JNE3819-KR-L,kurta,L,B09LTZ2CHY,Shipped,1,INR,499,GADARWARA,MADHYA PRADESH,487551,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,FALSE,,
444,407-0288006-5535531,30-04-2022,Shipped,Amazon,Amazon.in,Expedited,J0335,J0335-DR-L,Western Dress,L,B09831T4CQ,Shipped,1,INR,807,HYDERABAD,TELANGANA,500050,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,FALSE,,
445,403-6363820-3080315,30-04-2022,Shipped,Amazon,Amazon.in,Expedited,SET334,SET334-KR-NP-XXL,Set,XXL,B09KXTKBG4,Shipped,1,INR,666,PUDUCHERRY,PUDUCHERRY,605001,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,FALSE,,
446,408-7937211-8974712,30-04-2022,Shipped,Amazon,Amazon.in,Standard,SET324,SET324-KR-NP-L,Set,L,B09NQ44RNV,Shipped,1,INR,0,SHIRDI,MAHARASHTRA,423109,IN,,FALSE,,
447,407-4283259-6933941,30-04-2022,Shipped,Amazon,Amazon.in,Expedited,JNE3470,JNE3470-KR-XS,kurta,XS,B08W9G1YSB,Shipped,1,INR,329,VELLORE,TAMIL NADU,632004,IN,,FALSE,,
448,407-3630361-4581152,30-04-2022,Cancelled,Amazon,Amazon.in,Expedited,JNE3619,JNE3619-KR-XS,kurta,XS,B091Q8BKLW,Cancelled,0,,,VELLORE,TAMIL NADU,632004,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,FALSE,,
449,408-6348199-2089932,30-04-2022,Shipped,Amazon,Amazon.in,Standard,J0283,J0283-SET-XL,Set,XL,B08QGKHDN3,Shipped,1,INR,0,RANCHI,JHARKHAND,834002,IN,,FALSE,,
450,408-5824761-8505932,30-04-2022,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3440,JNE3440-KR-N-XL,kurta,XL,B081WPK66G,Shipped,1,INR,399,noida,UTTAR PRADESH,201301,IN,"Amazon PLCC Free-Financing Universal Merchant AAT-WNKTBO3K27EJC,Amazon PLCC Free-Financing Universal Merchant AAT-QX3UCCJESKPA2,Amazon PLCC Free-Financing Universal Merchant AAT-5QQ7BIYYQEDN2,Amazon PLCC Free-Financing Universal Merchant AAT-DSJ2QRXXWXVMQ,Amazon PLCC Free-Financing Universal Merchant AAT-CXJHMC2YJUK76,Amazon PLCC Free-Financing Universal Merchant AAT-SL3Y2YRMAUNFC,Amazon PLCC Free-Financing Universal Merchant AAT-CC4FAVTYR4X7C,Amazon PLCC Free-Financing Universal Merchant AAT-XXRCW6NZEPZI4,Amazon PLCC Free-Financing Universal Merchant AAT-EOKPWFWYW7Y6I,Amazon PLCC Free-Financing Universal Merchant AAT-ZYL5UPUNW6T62,Amazon PLCC Free-Financing Universal Merchant AAT-ETXQ3XXWMRXBG,Amazon PLCC Free-Financing Universal Merchant AAT-7X3XCTYG64VBE,Amazon PLCC Free-Financing Universal Merchant AAT-7CHGD3WTS3MHM,Amazon PLCC Free-Financing Universal Merchant AAT-26ZDKNME27X42,Amazon PLCC Free-Financing Universal Merchant AAT-4ZF5KN6E4LJK4,Amazon PLCC Free-Financing Universal Merchant AAT-7RCXIKUAX7DDY,Amazon PLCC Free-Financing Universal Merchant AAT-BRSZZ45H6MHAO,Amazon PLCC Free-Financing Universal Merchant AAT-MKLXOOZWQL7GO,Amazon PLCC Free-Financing Universal Merchant AAT-CB7UNXEXGIJTC,Amazon PLCC Free-Financing Universal Merchant #MP-gzasho-1593152694811,Amazon PLCC Free-Financing Universal Merchant AAT-WLBA4GZ52EAH4",FALSE,Easy Ship,
451,406-0673842-3693910,30-04-2022,Shipped,Amazon,Amazon.in,Expedited,JNE3567,JNE3567-KR-M,kurta,M,B08KRXV1QR,Shipped,1,INR,399,Mangaluru,KARNATAKA,575007,IN,Duplicated A12RHGVGRWOT3S 1560498941486,FALSE,,
452,405-0722232-7258752,30-04-2022,Shipped,Amazon,Amazon.in,Expedited,JNE3787,JNE3787-KR-XXL,kurta,XXL,B09RKBXH45,Shipped,1,INR,487,SINGRAULI,MADHYA PRADESH,486889,IN,,FALSE,,
453,408-0224364-7467540,30-04-2022,Shipped,Amazon,Amazon.in,Expedited,SET282,SET282-KR-PP-XXL,Set,XXL,B09CTF82YW,Shipped,1,INR,1033,NEW DELHI,DELHI,110063,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,FALSE,,
454,408-2445040-0957913,30-04-2022,Shipped,Amazon,Amazon.in,Expedited,JNE3691,JNE3691-TU-L,Top,L,B0986VTQL7,Shipped,1,INR,625,BENGALURU,KARNATAKA,560077,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,FALSE,,
455,406-8412164-3153129,30-04-2022,Shipped,Amazon,Amazon.in,Expedited,JNE3645,JNE3645-TP-N-L,Top,L,B08ZHNGS54,Shipped,1,INR,432,MUMBAI,MAHARASHTRA,400097,IN,,FALSE,,
456,407-5524319-6977912,30-04-2022,Cancelled,Amazon,Amazon.in,Expedited,JNE3727,JNE3727-KR-XXL,kurta,XXL,B09K3XLB6S,Cancelled,0,,,THRIPPUNITHURA,KERALA,682301,IN,,FALSE,,
457,407-7757868-6086759,30-04-2022,Shipped,Amazon,Amazon.in,Expedited,SET398,SET398-KR-PP-M,Set,M,B09RPRS8JL,Shipped,1,INR,1115,NEW DELHI,DELHI,110017,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,FALSE,,
458,171-5065107-7793119,30-04-2022,Shipped,Amazon,Amazon.in,Expedited,JNE3634,JNE3634-KR-XL,kurta,XL,B097ZZLC2X,Shipped,1,INR,511,GHAZIABAD,UTTAR PRADESH,201014,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,FALSE,,
459,403-0216195-8439543,30-04-2022,Shipped,Amazon,Amazon.in,Expedited,SET291,SET291-KR-PP-XL,Set,XL,B099NJV9X7,Shipped,1,INR,599,KENDUJHAR,ODISHA,758001,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,FALSE,,
460,402-9874837-4557125,30-04-2022,Shipped,Amazon,Amazon.in,Expedited,JNE3675,JNE3675-TU-L,Top,L,B09432M4NC,Shipped,1,INR,545,MUMBAI,MAHARASHTRA,400066,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,FALSE,,
461,408-8892348-9765950,30-04-2022,Shipped,Amazon,Amazon.in,Expedited,JNE2199,JNE2199-KR-411-A-XXL,kurta,XXL,B07BL222Q1,Shipped,1,INR,353,THANE,MAHARASHTRA,401107,IN,,FALSE,,
462,408-6417023-0253911,30-04-2022,Shipped,Amazon,Amazon.in,Expedited,SET184,SET184-KR-PP-XXL,Set,XXL,B08W8KNCDH,Shipped,1,INR,563,THANE,MAHARASHTRA,401107,IN,,FALSE,,
463,407-4004149-2857161,30-04-2022,Shipped,Amazon,Amazon.in,Expedited,JNE3639,JNE3639-TP-N-XXL,Top,XXL,B08ZH7RVGJ,Shipped,1,INR,487,KALYAN,MAHARASHTRA,421201,IN,,FALSE,,
464,404-6408992-6781106,30-04-2022,Shipped,Amazon,Amazon.in,Expedited,JNE3468,JNE3468-KR-L,kurta,L,B08RP69C9N,Shipped,1,INR,352,CHENNAI,TAMIL NADU,600015,IN,,FALSE,,
465,407-9345273-2408359,30-04-2022,Shipped,Amazon,Amazon.in,Expedited,JNE3373,JNE3373-KR-L,kurta,L,B082W7GVH7,Shipped,1,INR,376,CHENNAI,TAMIL NADU,600115,IN,,FALSE,,
466,408-0266080-9401113,30-04-2022,Shipped - Returned to Seller,Merchant,Amazon.in,Standard,J0213,J0213-TP-L,Top,L,B0965KR7YJ,Shipped,1,INR,599,GURUGRAM,HARYANA,122022,IN,"Amazon PLCC Free-Financing Universal Merchant AAT-WNKTBO3K27EJC,Amazon PLCC Free-Financing Universal Merchant AAT-QX3UCCJESKPA2,Amazon PLCC Free-Financing Universal Merchant AAT-5QQ7BIYYQEDN2,Amazon PLCC Free-Financing Universal Merchant AAT-DSJ2QRXXWXVMQ,Amazon PLCC Free-Financing Universal Merchant AAT-CXJHMC2YJUK76,Amazon PLCC Free-Financing Universal Merchant AAT-SL3Y2YRMAUNFC,Amazon PLCC Free-Financing Universal Merchant AAT-CC4FAVTYR4X7C,Amazon PLCC Free-Financing Universal Merchant AAT-XXRCW6NZEPZI4,Amazon PLCC Free-Financing Universal Merchant AAT-EOKPWFWYW7Y6I,Amazon PLCC Free-Financing Universal Merchant AAT-ZYL5UPUNW6T62,Amazon PLCC Free-Financing Universal Merchant AAT-ETXQ3XXWMRXBG,Amazon PLCC Free-Financing Universal Merchant AAT-7X3XCTYG64VBE,Amazon PLCC Free-Financing Universal Merchant AAT-7CHGD3WTS3MHM,Amazon PLCC Free-Financing Universal Merchant AAT-26ZDKNME27X42,Amazon PLCC Free-Financing Universal Merchant AAT-4ZF5KN6E4LJK4,Amazon PLCC Free-Financing Universal Merchant AAT-7RCXIKUAX7DDY,Amazon PLCC Free-Financing Universal Merchant AAT-BRSZZ45H6MHAO,Amazon PLCC Free-Financing Universal Merchant AAT-MKLXOOZWQL7GO,Amazon PLCC Free-Financing Universal Merchant AAT-CB7UNXEXGIJTC,Amazon PLCC Free-Financing Universal Merchant #MP-gzasho-1593152694811,Amazon PLCC Free-Financing Universal Merchant AAT-WLBA4GZ52EAH4",FALSE,Easy Ship,
467,404-6096382-3389133,30-04-2022,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,BL110,BL110-XL,Blouse,XL,B0929B9QB7,Shipped,1,INR,329,LUDHIANA,PUNJAB,141012,IN,"Amazon PLCC Free-Financing Universal Merchant AAT-WNKTBO3K27EJC,Amazon PLCC Free-Financing Universal Merchant AAT-QX3UCCJESKPA2,Amazon PLCC Free-Financing Universal Merchant AAT-5QQ7BIYYQEDN2,Amazon PLCC Free-Financing Universal Merchant AAT-DSJ2QRXXWXVMQ,Amazon PLCC Free-Financing Universal Merchant AAT-CXJHMC2YJUK76,Amazon PLCC Free-Financing Universal Merchant AAT-CC4FAVTYR4X7C,Amazon PLCC Free-Financing Universal Merchant AAT-XXRCW6NZEPZI4,Amazon PLCC Free-Financing Universal Merchant AAT-R7GXNZWISTRFA,Amazon PLCC Free-Financing Universal Merchant AAT-WSJLDN3X7KEMO,Amazon PLCC Free-Financing Universal Merchant AAT-VL6FGQVGQVXUS,Amazon PLCC Free-Financing Universal Merchant AAT-EOKPWFWYW7Y6I,Amazon PLCC Free-Financing Universal Merchant AAT-ETXQ3XXWMRXBG,Amazon PLCC Free-Financing Universal Merchant AAT-7X3XCTYG64VBE,Amazon PLCC Free-Financing Universal Merchant AAT-7CHGD3WTS3MHM,Amazon PLCC Free-Financing Universal Merchant AAT-26ZDKNME27X42,Amazon PLCC Free-Financing Universal Merchant AAT-4ZF5KN6E4LJK4,Amazon PLCC Free-Financing Universal Merchant AAT-7RCXIKUAX7DDY,Amazon PLCC Free-Financing Universal Merchant AAT-BRSZZ45H6MHAO,Amazon PLCC Free-Financing Universal Merchant AAT-MKLXOOZWQL7GO,Amazon PLCC Free-Financing Universal Merchant AAT-CB7UNXEXGIJTC,Amazon PLCC Free-Financing Universal Merchant #MP-gzasho-1593152694811,Amazon PLCC Free-Financing Universal Merchant AAT-WLBA4GZ52EAH4",FALSE,Easy Ship,
468,405-9737320-3923530,30-04-2022,Shipped,Amazon,Amazon.in,Expedited,J0008,J0008-SKD-XL,Set,XL,B0894X711G,Shipped,1,INR,1133,Nerul,GOA,403114,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,FALSE,,
469,402-7908398-5262750,30-04-2022,Shipped,Amazon,Amazon.in,Expedited,SET288,SET288-KR-NP-XXL,Set,XXL,B09M6TQTGV,Shipped,1,INR,684,IMPHAL,MANIPUR,795004,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,FALSE,,
