index,Order_ID,Date,Status,Fulfilment,Sales_Channel,ship-service-level,Style,SKU,Category,Size,ASIN,Courier_Status,Qty,currency,Amount,ship-city,ship-state,ship-postal-code,ship-country,promotion-ids,B2B,fulfilled-by,Unnamed:_22
1090,405-0519372-7148367,30-04-2022,Shipped,Amazon,Amazon.in,Expedited,J0247,J0247-SKD-S,Set,S,B09KXTGM1Y,Shipped,1,INR,820,RAIGANJ,WEST BENGAL,733130,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,FALSE,,
1091,405-2482384-0445932,30-04-2022,Shipped,Amazon,Amazon.in,Expedited,SET239,SET239-KR-NP-XXL,Set,XXL,B08V1Q4V1K,Shipped,1,INR,654,NAVI MUMBAI,MAHARASHTRA,410206,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,FALSE,,
1092,407-7345653-0308320,30-04-2022,Shipped,Amazon,Amazon.in,Expedited,J0341,J0341-DR-L,Western Dress,L,B099NRCT7B,Shipped,1,INR,744,Noida extension,UTTAR PRADESH,201305,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,FALSE,,
1093,407-7918584-3321167,30-04-2022,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,NW030,NW030-TP-PJ-XL,Set,XL,B09G2STB6H,Shipped,1,INR,582,COIMBATORE,TAMIL NADU,641027,IN,"Amazon PLCC Free-Financing Universal Merchant AAT-WNKTBO3K27EJC,Amazon PLCC Free-Financing Universal Merchant AAT-QX3UCCJESKPA2,Amazon PLCC Free-Financing Universal Merchant AAT-5QQ7BIYYQEDN2,Amazon PLCC Free-Financing Universal Merchant AAT-DSJ2QRXXWXVMQ,Amazon PLCC Free-Financing Universal Merchant AAT-CXJHMC2YJUK76,Amazon PLCC Free-Financing Universal Merchant AAT-CC4FAVTYR4X7C,Amazon PLCC Free-Financing Universal Merchant AAT-XXRCW6NZEPZI4,Amazon PLCC Free-Financing Universal Merchant AAT-EOKPWFWYW7Y6I,Amazon PLCC Free-Financing Universal Merchant AAT-ZYL5UPUNW6T62,Amazon PLCC Free-Financing Universal Merchant AAT-PZHUW6DZX4BPS,Amazon PLCC Free-Financing Universal Merchant AAT-ETXQ3XXWMRXBG,Amazon PLCC Free-Financing Universal Merchant AAT-7X3XCTYG64VBE,Amazon PLCC Free-Financing Universal Merchant AAT-7CHGD3WTS3MHM,Amazon PLCC Free-Financing Universal Merchant AAT-26ZDKNME27X42,Amazon PLCC Free-Financing Universal Merchant AAT-4ZF5KN6E4LJK4,Amazon PLCC Free-Financing Universal Merchant AAT-7RCXIKUAX7DDY,Amazon PLCC Free-Financing Universal Merchant AAT-BRSZZ45H6MHAO,Amazon PLCC Free-Financing Universal Merchant AAT-MKLXOOZWQL7GO,Amazon PLCC Free-Financing Universal Merchant AAT-CB7UNXEXGIJTC,Amazon PLCC Free-Financing Universal Merchant #MP-gzasho-1593152694811,Amazon PLCC Free-Financing Universal Merchant AAT-WLBA4GZ52EAH4",FALSE,Easy Ship,
1094,404-9833102-2103502,30-04-2022,Shipped,Amazon,Amazon.in,Expedited,JNE3543,JNE3543-KR-XS,kurta,XS,B09HMNBMYC,Shipped,1,INR,368,DOHAD,Gujarat,389151,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,FALSE,,
1095,402-3639038-3679551,30-04-2022,Shipped,Amazon,Amazon.in,Expedited,SET374,SET374-KR-NP-XXXL,Set,3XL,B09NDHQMKC,Shipped,1,INR,597,KARNAL,HARYANA,132001,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,FALSE,,
1096,402-6585827-1554713,30-04-2022,Shipped,Amazon,Amazon.in,Expedited,J0049,J0049-TP-XXXL,Top,3XL,B08C31KF8Y,Shipped,1,INR,329,CHENNAI,TAMIL NADU,600091,IN,,FALSE,,
1097,404-4853871-5371532,30-04-2022,Cancelled,Amazon,Amazon.in,Expedited,SET319,SET319-KR-NP-XL,Set,XL,B09KXVPJ7M,Unshipped,1,INR,888,JAMSHEDPUR,JHARKHAND,831005,IN,,FALSE,,
1098,406-0956140-0012349,30-04-2022,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3794,JNE3794-KR-XXL,kurta,XXL,B09HMS8F1B,Shipped,1,INR,517,NAGPUR,MAHARASHTRA,440024,IN,"Amazon PLCC Free-Financing Universal Merchant AAT-WNKTBO3K27EJC,Amazon PLCC Free-Financing Universal Merchant AAT-QX3UCCJESKPA2,Amazon PLCC Free-Financing Universal Merchant AAT-5QQ7BIYYQEDN2,Amazon PLCC Free-Financing Universal Merchant AAT-DSJ2QRXXWXVMQ,Amazon PLCC Free-Financing Universal Merchant AAT-CXJHMC2YJUK76,Amazon PLCC Free-Financing Universal Merchant AAT-CC4FAVTYR4X7C,Amazon PLCC Free-Financing Universal Merchant AAT-XXRCW6NZEPZI4,Amazon PLCC Free-Financing Universal Merchant AAT-EOKPWFWYW7Y6I,Amazon PLCC Free-Financing Universal Merchant AAT-ZYL5UPUNW6T62,Amazon PLCC Free-Financing Universal Merchant AAT-PZHUW6DZX4BPS,Amazon PLCC Free-Financing Universal Merchant AAT-ETXQ3XXWMRXBG,Amazon PLCC Free-Financing Universal Merchant AAT-7X3XCTYG64VBE,Amazon PLCC Free-Financing Universal Merchant AAT-7CHGD3WTS3MHM,Amazon PLCC Free-Financing Universal Merchant AAT-26ZDKNME27X42,Amazon PLCC Free-Financing Universal Merchant AAT-4ZF5KN6E4LJK4,Amazon PLCC Free-Financing Universal Merchant AAT-7RCXIKUAX7DDY,Amazon PLCC Free-Financing Universal Merchant AAT-BRSZZ45H6MHAO,Amazon PLCC Free-Financing Universal Merchant AAT-MKLXOOZWQL7GO,Amazon PLCC Free-Financing Universal Merchant AAT-CB7UNXEXGIJTC,Amazon PLCC Free-Financing Universal Merchant #MP-gzasho-1593152694811,Amazon PLCC Free-Financing Universal Merchant AAT-WLBA4GZ52EAH4",FALSE,Easy Ship,
1099,402-8104859-6526742,30-04-2022,Shipped,Amazon,Amazon.in,Expedited,JNE3863,JNE3863-TU-L,Top,L,B09RMSZ7S6,Shipped,1,INR,574,NOIDA,UTTAR PRADESH,201309,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,FALSE,,
1100,171-1492122-0351528,30-04-2022,Shipped,Amazon,Amazon.in,Expedited,J0181,J0181-TP-M,Top,M,B08QGNJ2FH,Shipped,1,INR,399,JAIPUR,RAJASTHAN,302018,IN,,FALSE,,
1101,404-4220653-2914737,30-04-2022,Shipped,Amazon,Amazon.in,Expedited,JNE3837,JNE3837-KR-L,kurta,L,B09RKCSJQ5,Shipped,1,INR,635,CHITTOOR,ANDHRA PRADESH,517002,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,FALSE,,
1102,406-5417811-8741110,30-04-2022,Shipped,Amazon,Amazon.in,Expedited,J0095,J0095-SET-XXL,Set,XXL,B08CMMN974,Shipped,1,INR,653,PUNE,MAHARASHTRA,411014,IN,,FALSE,,
1103,406-8324856-3472311,30-04-2022,Shipped,Amazon,Amazon.in,Expedited,SET331,SET331-KR-NP-S,Set,S,B09NQ47F17,Shipped,1,INR,597,BENGALURU,KARNATAKA,560094,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,FALSE,,
1104,408-3011835-7100318,30-04-2022,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3730,JNE3730-KR-XL,kurta,XL,B09HMG9NV1,Shipped,1,INR,0,PATNA,BIHAR,800013,IN,"Amazon PLCC Free-Financing Universal Merchant AAT-5QQ7BIYYQEDN2,Amazon PLCC Free-Financing Universal Merchant AAT-DSJ2QRXXWXVMQ,Amazon PLCC Free-Financing Universal Merchant AAT-XXRCW6NZEPZI4,Amazon PLCC Free-Financing Universal Merchant AAT-ETXQ3XXWMRXBG,Amazon PLCC Free-Financing Universal Merchant AAT-7X3XCTYG64VBE,Amazon PLCC Free-Financing Universal Merchant AAT-7CHGD3WTS3MHM,Amazon PLCC Free-Financing Universal Merchant AAT-26ZDKNME27X42,Amazon PLCC Free-Financing Universal Merchant AAT-4ZF5KN6E4LJK4,Amazon PLCC Free-Financing Universal Merchant AAT-7RCXIKUAX7DDY,Amazon PLCC Free-Financing Universal Merchant #MP-gzasho-1593152694811",FALSE,Easy Ship,
1105,405-7844536-8046762,30-04-2022,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,J0301,J0301-TP-XL,Top,XL,B099S87FTK,Shipped,1,INR,493,KOLKATA,WEST BENGAL,700010,IN,"Amazon PLCC Free-Financing Universal Merchant AAT-WNKTBO3K27EJC,Amazon PLCC Free-Financing Universal Merchant AAT-QX3UCCJESKPA2,Amazon PLCC Free-Financing Universal Merchant AAT-5QQ7BIYYQEDN2,Amazon PLCC Free-Financing Universal Merchant AAT-DSJ2QRXXWXVMQ,Amazon PLCC Free-Financing Universal Merchant AAT-CXJHMC2YJUK76,Amazon PLCC Free-Financing Universal Merchant AAT-CC4FAVTYR4X7C,Amazon PLCC Free-Financing Universal Merchant AAT-XXRCW6NZEPZI4,Amazon PLCC Free-Financing Universal Merchant AAT-EOKPWFWYW7Y6I,Amazon PLCC Free-Financing Universal Merchant AAT-PZHUW6DZX4BPS,Amazon PLCC Free-Financing Universal Merchant AAT-ETXQ3XXWMRXBG,Amazon PLCC Free-Financing Universal Merchant AAT-7X3XCTYG64VBE,Amazon PLCC Free-Financing Universal Merchant AAT-7CHGD3WTS3MHM,Amazon PLCC Free-Financing Universal Merchant AAT-26ZDKNME27X42,Amazon PLCC Free-Financing Universal Merchant AAT-4ZF5KN6E4LJK4,Amazon PLCC Free-Financing Universal Merchant AAT-7RCXIKUAX7DDY,Amazon PLCC Free-Financing Universal Merchant AAT-TNYBHEAO7HOHO,Amazon PLCC Free-Financing Universal Merchant AAT-BRSZZ45H6MHAO,Amazon PLCC Free-Financing Universal Merchant AAT-MKLXOOZWQL7GO,Amazon PLCC Free-Financing Universal Merchant AAT-CB7UNXEXGIJTC,Amazon PLCC Free-Financing Universal Merchant #MP-gzasho-1593152694811,Amazon PLCC Free-Financing Universal Merchant AAT-WLBA4GZ52EAH4,Amazon PLCC Free-Financing Universal Merchant AAT-QMFZ3M7T5NPDS,Amazon PLCC Free-Financing Universal Merchant #MP-pmilan-1601980554292",FALSE,Easy Ship,
1106,171-2411011-0125905,30-04-2022,Cancelled,Merchant,Amazon.in,Standard,J0098,J0098-TP-XXL,Top,XXL,B092D3D5BL,,0,,,THANE (W),MAHARASHTRA,400601,IN,,FALSE,Easy Ship,
1107,403-1687892-8212308,30-04-2022,Cancelled,Amazon,Amazon.in,Expedited,JNE3463,JNE3463-KR-XL,kurta,XL,B08RP3PMYD,Unshipped,1,INR,568,Lonavala,MAHARASHTRA,410405,IN,,FALSE,,
1108,406-0691895-0471503,30-04-2022,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3440,JNE3440-KR-N-XL,kurta,XL,B081WPK66G,Shipped,1,INR,399,DEORIA,UTTAR PRADESH,274001,IN,"Amazon PLCC Free-Financing Universal Merchant AAT-WNKTBO3K27EJC,Amazon PLCC Free-Financing Universal Merchant AAT-QX3UCCJESKPA2,Amazon PLCC Free-Financing Universal Merchant AAT-5QQ7BIYYQEDN2,Amazon PLCC Free-Financing Universal Merchant AAT-DSJ2QRXXWXVMQ,Amazon PLCC Free-Financing Universal Merchant AAT-CXJHMC2YJUK76,Amazon PLCC Free-Financing Universal Merchant AAT-SL3Y2YRMAUNFC,Amazon PLCC Free-Financing Universal Merchant AAT-CC4FAVTYR4X7C,Amazon PLCC Free-Financing Universal Merchant AAT-XXRCW6NZEPZI4,Amazon PLCC Free-Financing Universal Merchant AAT-EOKPWFWYW7Y6I,Amazon PLCC Free-Financing Universal Merchant AAT-ZYL5UPUNW6T62,Amazon PLCC Free-Financing Universal Merchant AAT-PZHUW6DZX4BPS,Amazon PLCC Free-Financing Universal Merchant AAT-ETXQ3XXWMRXBG,Amazon PLCC Free-Financing Universal Merchant AAT-7X3XCTYG64VBE,Amazon PLCC Free-Financing Universal Merchant AAT-7CHGD3WTS3MHM,Amazon PLCC Free-Financing Universal Merchant AAT-26ZDKNME27X42,Amazon PLCC Free-Financing Universal Merchant AAT-4ZF5KN6E4LJK4,Amazon PLCC Free-Financing Universal Merchant AAT-7RCXIKUAX7DDY,Amazon PLCC Free-Financing Universal Merchant AAT-TNYBHEAO7HOHO,Amazon PLCC Free-Financing Universal Merchant AAT-BRSZZ45H6MHAO,Amazon PLCC Free-Financing Universal Merchant AAT-MKLXOOZWQL7GO,Amazon PLCC Free-Financing Universal Merchant AAT-CB7UNXEXGIJTC,Amazon PLCC Free-Financing Universal Merchant #MP-gzasho-1593152694811,Amazon PLCC Free-Financing Universal Merchant AAT-WLBA4GZ52EAH4,Amazon PLCC Free-Financing Universal Merchant AAT-QMFZ3M7T5NPDS,Amazon PLCC Free-Financing Universal Merchant #MP-pmilan-1601980554292",FALSE,Easy Ship,
1109,405-7666513-9844302,30-04-2022,Shipped,Amazon,Amazon.in,Expedited,PJNE3368,PJNE3368-KR-5XL,kurta,5XL,B09PYKDYZ3,Shipped,1,INR,544,CHENNAI,TAMIL NADU,600083,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,FALSE,,
1110,405-1355264-6557110,30-04-2022,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,SET378,SET378-KR-NP-XS,Set,XS,B09RKFQBBZ,Shipped,1,INR,1221,MUMBAI,MAHARASHTRA,400017,IN,"Amazon PLCC Free-Financing Universal Merchant AAT-WNKTBO3K27EJC,Amazon PLCC Free-Financing Universal Merchant AAT-QX3UCCJESKPA2,Amazon PLCC Free-Financing Universal Merchant AAT-5QQ7BIYYQEDN2,Amazon PLCC Free-Financing Universal Merchant AAT-DSJ2QRXXWXVMQ,Amazon PLCC Free-Financing Universal Merchant AAT-CXJHMC2YJUK76,Amazon PLCC Free-Financing Universal Merchant AAT-SL3Y2YRMAUNFC,Amazon PLCC Free-Financing Universal Merchant AAT-CC4FAVTYR4X7C,Amazon PLCC Free-Financing Universal Merchant AAT-XXRCW6NZEPZI4,Amazon PLCC Free-Financing Universal Merchant AAT-EOKPWFWYW7Y6I,Amazon PLCC Free-Financing Universal Merchant AAT-ZYL5UPUNW6T62,Amazon PLCC Free-Financing Universal Merchant AAT-PZHUW6DZX4BPS,Amazon PLCC Free-Financing Universal Merchant AAT-ETXQ3XXWMRXBG,Amazon PLCC Free-Financing Universal Merchant AAT-7X3XCTYG64VBE,Amazon PLCC Free-Financing Universal Merchant AAT-7CHGD3WTS3MHM,Amazon PLCC Free-Financing Universal Merchant AAT-26ZDKNME27X42,Amazon PLCC Free-Financing Universal Merchant AAT-4ZF5KN6E4LJK4,Amazon PLCC Free-Financing Universal Merchant AAT-7RCXIKUAX7DDY,Amazon PLCC Free-Financing Universal Merchant AAT-BRSZZ45H6MHAO,Amazon PLCC Free-Financing Universal Merchant AAT-MKLXOOZWQL7GO,Amazon PLCC Free-Financing Universal Merchant AAT-CB7UNXEXGIJTC,Amazon PLCC Free-Financing Universal Merchant #MP-gzasho-1593152694811,Amazon PLCC Free-Financing Universal Merchant AAT-WLBA4GZ52EAH4",FALSE,Easy Ship,
1111,403-5297256-4435541,30-04-2022,Shipped,Amazon,Amazon.in,Expedited,JNE3543,JNE3543-KR-M,kurta,M,B08HHJQ3F4,Shipped,1,INR,368,THIRUVANANTHAPURAM,KERALA,695004,IN,,FALSE,,
1112,407-9665025-0698751,30-04-2022,Cancelled,Amazon,Amazon.in,Expedited,J0308,J0308-DR-M,Western Dress,M,B099NV5WD8,Cancelled,0,,,BHIWADI,RAJASTHAN,301019,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,FALSE,,
1113,403-4570436-2713939,30-04-2022,Shipped,Amazon,Amazon.in,Expedited,J0342,J0342-TP-XXL,Top,XXL,B099S92WJ1,Shipped,1,INR,540,Dombivli west,MAHARASHTRA,421202,IN,,FALSE,,
1114,405-9841349-5869939,30-04-2022,Shipped,Amazon,Amazon.in,Expedited,SET183,SET183-KR-DH-S,Set,S,B08B3Z38TJ,Shipped,1,INR,759,YERRAGUNTLA,ANDHRA PRADESH,516309,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,FALSE,,
1115,408-7721306-8516366,30-04-2022,Shipped,Amazon,Amazon.in,Standard,JNE3405,JNE3405-KR-L,kurta,L,B081WSCKPQ,Shipped,1,INR,0,FARIDABAD,HARYANA,121010,IN,,FALSE,,
1116,405-2646018-2081155,30-04-2022,Shipped,Amazon,Amazon.in,Expedited,SET398,SET398-KR-PP-XL,Set,XL,B09RPQV7SV,Shipped,1,INR,1115,NEW DELHI,DELHI,110054,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,FALSE,,
1117,405-2936022-2354729,30-04-2022,Cancelled,Amazon,Amazon.in,Expedited,SET378,SET378-KR-NP-XS,Set,XS,B09RKFQBBZ,Cancelled,0,,,MUMBAI,MAHARASHTRA,400017,IN,,FALSE,,
1118,171-1718013-5317150,30-04-2022,Shipped,Amazon,Amazon.in,Expedited,JNE3510,JNE3510-KR-L,kurta,L,B08WPR181B,Shipped,1,INR,429,Mumbai,MAHARASHTRA,400068,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,FALSE,,
1119,408-9045350-1482703,30-04-2022,Shipped,Amazon,Amazon.in,Expedited,SET398,SET398-KR-PP-XS,Set,XS,B09RPCWKJW,Shipped,1,INR,1186,Mandi,HIMACHAL PRADESH,175008,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,FALSE,,
1120,408-9204821-0825919,30-04-2022,Cancelled,Amazon,Amazon.in,Expedited,JNE3440,JNE3440-KR-N-XS,kurta,XS,B09HMY3YLT,Cancelled,0,,,AHMEDABAD,Gujarat,380022,IN,,TRUE,,
1121,408-3998053-4361911,30-04-2022,Shipped,Amazon,Amazon.in,Expedited,SET378,SET378-KR-NP-XS,Set,XS,B09RKFQBBZ,Shipped,1,INR,1221,JODHPUR,RAJASTHAN,342001,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,FALSE,,
1122,408-0034595-6967577,30-04-2022,Shipped,Amazon,Amazon.in,Expedited,SET333,SET333-KR-DPT-L,Set,L,B09RKCX5WR,Shipped,1,INR,967,SRIPERUMBUDUR,TAMIL NADU,602105,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,FALSE,,
1123,402-0365208-0109142,30-04-2022,Shipped,Amazon,Amazon.in,Expedited,J0230,J0230-SKD-M,Set,M,B08XNJG8B1,Shipped,1,INR,1112,BENGALURU,KARNATAKA,560068,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,FALSE,,
1124,405-0228947-1652364,30-04-2022,Shipped,Amazon,Amazon.in,Expedited,JNE3618,JNE3618-KR-XXL,kurta,XXL,B091Q9J9QL,Shipped,1,INR,375,LUCKNOW,UTTAR PRADESH,226016,IN,,FALSE,,
1125,402-4323266-5031518,30-04-2022,Shipped,Amazon,Amazon.in,Expedited,SET324,SET324-KR-NP-L,Set,L,B09NQ44RNV,Shipped,1,INR,597,PUNE,MAHARASHTRA,411028,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,FALSE,,
1126,402-1358132-6281146,30-04-2022,Cancelled,Amazon,Amazon.in,Expedited,SET324,SET324-KR-NP-L,Set,L,B09NQ44RNV,Unshipped,1,INR,597,PUNE,MAHARASHTRA,411028,IN,,FALSE,,
1127,408-1003182-7897956,30-04-2022,Shipped,Amazon,Amazon.in,Expedited,JNE3399,JNE3399-KR-M,kurta,M,B082W84Q2J,Shipped,1,INR,435,Hyderabad,TELANGANA,500034,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,FALSE,,
1128,171-7374731-4292323,30-04-2022,Shipped,Amazon,Amazon.in,Expedited,SET268,SET268-KR-NP-L,Set,L,B08XQ8MCKP,Shipped,1,INR,788,BENGALURU,KARNATAKA,560100,IN,,FALSE,,
1129,406-9599371-7072353,30-04-2022,Shipped,Amazon,Amazon.in,Expedited,SET316,SET316-KR-DPT-XXXL,Set,3XL,B09KXT86V1,Shipped,1,INR,1149,NASHIK,MAHARASHTRA,422009,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,FALSE,,
1130,408-6297808-3491569,30-04-2022,Shipped,Amazon,Amazon.in,Expedited,J0230,J0230-SKD-L,Set,L,B08XNDL1DL,Shipped,1,INR,1112,BENGALURU,KARNATAKA,560028,IN,,FALSE,,
1131,407-3533608-1886715,30-04-2022,Shipped,Amazon,Amazon.in,Expedited,JNE3160,JNE3160-KR-G-XL,kurta,XL,B07K4C1KTB,Shipped,1,INR,685,MUMBAI,MAHARASHTRA,400089,IN,,FALSE,,
1132,408-2398227-7807552,30-04-2022,Shipped,Amazon,Amazon.in,Expedited,SET183,SET183-KR-DH-XXXL,Set,3XL,B08B3XS7ST,Shipped,1,INR,759,HUBBALLI,KARNATAKA,580023,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,FALSE,,
1133,406-6562231-1005110,30-04-2022,Shipped,Amazon,Amazon.in,Expedited,NW030,NW030-TP-PJ-XXL,Set,XXL,B09G2R8XLM,Shipped,1,INR,582,NEW DELHI,DELHI,110058,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,FALSE,,
1134,408-8369778-8012338,30-04-2022,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3773,JNE3773-KR-XL,kurta,XL,B09K3RBXGF,Shipped,1,INR,280,BENGALURU,KARNATAKA,560059,IN,"Amazon PLCC Free-Financing Universal Merchant AAT-WNKTBO3K27EJC,Amazon PLCC Free-Financing Universal Merchant AAT-QX3UCCJESKPA2,Amazon PLCC Free-Financing Universal Merchant AAT-5QQ7BIYYQEDN2,Amazon PLCC Free-Financing Universal Merchant AAT-DSJ2QRXXWXVMQ,Amazon PLCC Free-Financing Universal Merchant AAT-CXJHMC2YJUK76,Amazon PLCC Free-Financing Universal Merchant AAT-CC4FAVTYR4X7C,Amazon PLCC Free-Financing Universal Merchant AAT-XXRCW6NZEPZI4,Amazon PLCC Free-Financing Universal Merchant AAT-CXNSLNBROFDW4,Amazon PLCC Free-Financing Universal Merchant AAT-WSJLDN3X7KEMO,Amazon PLCC Free-Financing Universal Merchant AAT-VL6FGQVGQVXUS,Amazon PLCC Free-Financing Universal Merchant AAT-EOKPWFWYW7Y6I,Amazon PLCC Free-Financing Universal Merchant AAT-PZHUW6DZX4BPS,Amazon PLCC Free-Financing Universal Merchant AAT-ETXQ3XXWMRXBG,Amazon PLCC Free-Financing Universal Merchant AAT-7X3XCTYG64VBE,Amazon PLCC Free-Financing Universal Merchant AAT-7CHGD3WTS3MHM,Amazon PLCC Free-Financing Universal Merchant AAT-26ZDKNME27X42,Amazon PLCC Free-Financing Universal Merchant AAT-4ZF5KN6E4LJK4,Amazon PLCC Free-Financing Universal Merchant AAT-7RCXIKUAX7DDY,Amazon PLCC Free-Financing Universal Merchant AAT-BRSZZ45H6MHAO,Amazon PLCC Free-Financing Universal Merchant AAT-MKLXOOZWQL7GO,Amazon PLCC Free-Financing Universal Merchant AAT-CB7UNXEXGIJTC,Amazon PLCC Free-Financing Universal Merchant #MP-gzasho-1593152694811,Amazon PLCC Free-Financing Universal Merchant AAT-WLBA4GZ52EAH4",FALSE,Easy Ship,
1135,407-8906792-3067563,30-04-2022,Shipped,Amazon,Amazon.in,Expedited,J0236,J0236-SKD-XXL,Set,XXL,B08ZYQ716N,Shipped,1,INR,922,DHARMANAGAR,TRIPURA,799250,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,FALSE,,
1136,406-8952281-3638762,30-04-2022,Shipped,Amazon,Amazon.in,Expedited,JNE3645,JNE3645-TP-N-XS,Top,XS,B08ZJ2CB3B,Shipped,1,INR,432,THIRUVANANTHAPURAM,KERALA,695009,IN,,FALSE,,
1137,403-5744417-7365969,30-04-2022,Shipped,Amazon,Amazon.in,Expedited,JNE3784,JNE3784-KR-XL,kurta,XL,B09K3S4P57,Shipped,1,INR,458,GHAZIABAD,UTTAR PRADESH,201005,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,FALSE,,
1138,171-4772311-4657103,30-04-2022,Cancelled,Merchant,Amazon.in,Standard,SET183,SET183-KR-DH-M,Set,M,B08B3Z2YY3,,0,INR,722.86,SURAT,Gujarat,395007,IN,,FALSE,Easy Ship,
1139,402-3015366-6946700,30-04-2022,Shipped,Amazon,Amazon.in,Expedited,JNE1233,JNE1233-BLUE-KR-031-XXL,kurta,XXL,B071VG5FH4,Shipped,1,INR,376,Bengaluru,KARNATAKA,560008,IN,,FALSE,,
1140,405-6082314-2764324,30-04-2022,Shipped,Amazon,Amazon.in,Expedited,JNE3721,JNE3721-KR-XXL,kurta,XXL,B099FCT65D,Shipped,1,INR,329,BENGALURU,KARNATAKA,560024,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,FALSE,,
1141,404-6334429-8355529,30-04-2022,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,J0004,J0004-SKD-L,Set,L,B0894WMVMW,Shipped,1,INR,1115,HYDERABAD,TELANGANA,500084,IN,"Amazon PLCC Free-Financing Universal Merchant AAT-WNKTBO3K27EJC,Amazon PLCC Free-Financing Universal Merchant AAT-QX3UCCJESKPA2,Amazon PLCC Free-Financing Universal Merchant AAT-5QQ7BIYYQEDN2,Amazon PLCC Free-Financing Universal Merchant AAT-DSJ2QRXXWXVMQ,Amazon PLCC Free-Financing Universal Merchant AAT-CXJHMC2YJUK76,Amazon PLCC Free-Financing Universal Merchant AAT-SL3Y2YRMAUNFC,Amazon PLCC Free-Financing Universal Merchant AAT-CC4FAVTYR4X7C,Amazon PLCC Free-Financing Universal Merchant AAT-XXRCW6NZEPZI4,Amazon PLCC Free-Financing Universal Merchant AAT-EOKPWFWYW7Y6I,Amazon PLCC Free-Financing Universal Merchant AAT-ZYL5UPUNW6T62,Amazon PLCC Free-Financing Universal Merchant AAT-PZHUW6DZX4BPS,Amazon PLCC Free-Financing Universal Merchant AAT-ETXQ3XXWMRXBG,Amazon PLCC Free-Financing Universal Merchant AAT-7X3XCTYG64VBE,Amazon PLCC Free-Financing Universal Merchant AAT-7CHGD3WTS3MHM,Amazon PLCC Free-Financing Universal Merchant AAT-26ZDKNME27X42,Amazon PLCC Free-Financing Universal Merchant AAT-4ZF5KN6E4LJK4,Amazon PLCC Free-Financing Universal Merchant AAT-7RCXIKUAX7DDY,Amazon PLCC Free-Financing Universal Merchant AAT-TNYBHEAO7HOHO,Amazon PLCC Free-Financing Universal Merchant AAT-BRSZZ45H6MHAO,Amazon PLCC Free-Financing Universal Merchant AAT-MKLXOOZWQL7GO,Amazon PLCC Free-Financing Universal Merchant AAT-CB7UNXEXGIJTC,Amazon PLCC Free-Financing Universal Merchant #MP-gzasho-1593152694811,Amazon PLCC Free-Financing Universal Merchant AAT-WLBA4GZ52EAH4,Amazon PLCC Free-Financing Universal Merchant AAT-QMFZ3M7T5NPDS,Amazon PLCC Free-Financing Universal Merchant #MP-pmilan-1601980554292",FALSE,Easy Ship,
1142,406-8970690-5821128,30-04-2022,Shipped,Amazon,Amazon.in,Expedited,JNE3786,JNE3786-KR-S,kurta,S,B09M72VK88,Shipped,1,INR,368,Satna,MADHYA PRADESH,485001,IN,Duplicated A12RHGVGRWOT3S 1560498941486,FALSE,,
1143,404-6186683-4267560,30-04-2022,Shipped,Amazon,Amazon.in,Expedited,JNE3463,JNE3463-KR-XS,kurta,XS,B08RP216N4,Shipped,1,INR,568,MANGALURU,KARNATAKA,575001,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,FALSE,,
